id	name	surname	birth_date	nationality	birthplace	sex	school	description	picture	biography
GILLES_LE_DISSEZ	le Dissez	Gilles							http://www.alcatel-lucent.com/sites/live/files/ca-ledissiez-70x90.jpg	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-g-ledissez-en.pdf
BERTRAND_LAPAYE	Lapaye	Bertrand							http://www.alcatel-lucent.com/sites/live/files/ca-b-lapraye-70x90.JPG	http://www3.alcatel-lucent.com/wps/DocumentStreamerServlet?LMSG_CABINET=Docs_and_Resource_Ctr&LMSG_CONTENT_FILE=Corp_Governance_Docs/ir-bios-b-lapraye-en.pdf
PATRICK_KRON	Kron	Patrick	1953	France		M	École polytechnique - Mines ¨ParisTech	Mr Patrick Kron is a graduate of École polytechnique and the Paris École des mines. He started his career in the French Ministry of Industry where he served from 1979 to 1984 before joining the Pechiney Group.	http://www.alstom.com/Global/Group/Resources/Images/People/Patrick%20Kron-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Patrick-Kron/
CANDACE_BEINECKE	Beinecke	Candace	1947	USA		F		Mrs Candace K. Beinecke  Chair of Hughes & Reed LLP  was named to her current position in 1999  the first woman to chair a major New York law firm. Mrs Beinecke is also a practicing partner in Hughes Hubbard’s Corporate Department. Mrs Beinecke serves as Chairperson of First Eagle Funds  a leading US public mutual fund family. She is a Board member of Vornado Realty Trust (NYSE)  Rockefeller Financial Services  Inc. and Rockefeller & Co.  Inc. She also serves as a Director  Vice-Chair and Executive Committee member of the Partnership for New York City  as a Trustee of The Wallace Foundation  and as Trustee of The Metropolitan Museum of Art. She is also a member of the Board of Advisors  Yale Law School Center for the Study of Corporate Law. She has been included in The Best Lawyers in America  in Chambers  and in the National Law Journal’s 100 Most Influential Lawyers in America  and one of the “25 New York executives whose contributions in and beyond business changed the City”.	http://www.alstom.com/Global/Group/Resources/Images/People/Candace%20K.%20Beinecke-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Candace-K-Beinecke/
BI_YONG_CHUNGUNCO	Chungunco	Bi Yong		France		F			http://www.alstom.com/Global/Group/Resources/Images/People/Bi-Yong-Chungunco.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/
LALITA_GUPTE	Gupte	Lalita	1949	India		F	Insead	Mrs Lalita D. Gupte is currently Chairperson of ICICI Venture Funds Management Company Limited. She retired at the end of October 2006 as Joint Managing Director and Member of the Board of ICICI Bank Limited. Mrs Lalita D. Gupte was responsible for setting up the International business of ICICI Bank since 2001.	http://www.alstom.com/Global/Group/Resources/Images/People/lalita-d-gupte-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Lalita-D-Gupte/
KATRINA_LANDIS	Landis	Katrina	1960	USA		F	University of Michigan - University of Stanford	Since 1 May 2013 Mrs. Katrina Landis assumes the role of BP Executive Vice President. Her portfolio of businesses is expanded to include BP Shipping  Integrated Supply and Trading  Group Technology  and Remediation Management  in addition to Alternative Energy Division of which she was the Chief Executive Officer since 2009.	http://www.alstom.com/Global/Group/Resources/Images/People/Katrina%20Landis-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Katrina-Landis/
JAMES_LENG	Leng	James	1946	UK		M		Mr James W. Leng is a Non-Executive Director on the Board of ALSTOM  where he chairs the Nominations and Remuneration Committee  and European Chairman of AEA Investors (UK) LLP  a private equity partnership. He is a Non-Executive Chairman of HSBC Bank plc and a Senior Independent Director of Genel Energy plc. He is also Chairman of the Guyll-Leng Charitable Trust established in 2010 to assist young children from disadvantaged backgrounds. From 2003 to 2008 he was Chairman of Corus Group plc  a global steel company sold to Tata Steel of India where he was also Deputy Chairman until July 2009. Past Non-Executive Directorships include Chairman of Doncasters Ltd (Precision Engineering)  TNK-BP (Oil & Gas)  Pilkington plc (Glass)  Hanson plc (Aggregates & Building Products)  IMI plc (Engineering)  JO Hambro Investment Management Ltd and Lead Non-Executive Director at the Ministry of Justice. In an executive capacity he was Chief Executive Officer of Laporte plc  an international speciality chemicals company and before that Low & Bonar plc a diverse materials and packaging company. His early business years were spent at John Waddington plc where he was Managing Director of a number of their subsidiaries including consumer goods and packaging companies.	http://www.alstom.com/Global/Group/Resources/Images/People/James%20W.%20Leng-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/James-W-Leng/
KLAUS_MANGOLD	Mangold	Klaus	1944	Germany		M	Heidelberg University - University of Munich	Prof. Klaus Mangold is a former Member of the Board of Management of DaimlerChrysler AG  former Chairman of the Board of Management of DaimlerChrysler Services AG and former Executive Advisor to the Chairman of DaimlerChrysler AG. He studied law and economics at the Universities of Munich  Geneva  London  Heidelberg and Mainz and finished his studies with a law degree at Heidelberg University.	http://www.alstom.com/Global/Group/Resources/Images/People/Klaus%20Mangold-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Klaus-Mangold/
PHILIPPE_MARIEN	Marien	Philippe	1956	France		M			http://www.alstom.com/Global/Group/Resources/Images/People/PHILIPPE%20MARIEN-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Philippe-Marien/
AMPARO_MORALEDA	Moraleda	Amparo	1964	Spain		F	ICAI - IESE Business School	Mrs Amparo Moraleda graduated as an engineer from the ICAI (Escuela Técnica Superior de Ingenieria Industrial) Madrid and holds an MBA from IESE Business School in Madrid.	http://www.alstom.com/Global/Group/Resources/Images/People/Amparo-Moraleda-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/amparo-moraleda/
ALAN_THOMSON	Thomson	Alan	1946	UK		M	University of Glasgow	Mr Alan Thomson studied Economics and History at Glasgow University graduating with a Master of Arts degree in 1967. He qualified as a Chartered Accountant in 1970 and became a member of the Institute of Chartered Accountants of Scotland. 	http://www.alstom.com/Global/Group/Resources/Images/People/Alain%20Thomson-head.jpg?h=140&w=155&maxheight=140&maxwidth=155&scale=upscalecanvas	http://www.alstom.com/group/corporate-governance/board-of-directors/Alan-Thomson/
LEWIS_KADEN	Kaden	Lewis		USA		M	Harvard	Lewis B Kaden was vice chairman of Citigroup from 2005 until 30 April  2013. He was previously a partner in the law firm Davis Polk & Wardwell  and served as counsel to the governor of New Jersey  as a professor of law at Columbia University and as director of Columbia University’s Center for Law and Economic Studies.	http://corporate.arcelormittal.com/who-we-are/leadership/board-of-directors	http://corporate.arcelormittal.com/who-we-are/leadership/board-of-directors
TYE_BURT	Burt	Tye		Canada		M	Osgoode Hall Law School	Tye Burt was appointed president and chief executive officer of Kinross Gold Corporation  a mining company listed in New York and Toronto in March 2005. He held this position until August 2012.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/TyeBurt.jpg?h=141&la=en&w=140	
JEANNOT_KRECKE	Krecké	Jeannot		Luxembourg		M	Université Libre de Bruxelles	Jeannot Krecké was appointed Luxembourg’s Minister of the Economy and Foreign Trade and Minister of Sport in 2004. After the elections of 2009  he retained the portfolio of Minister of the Economy and Foreign Trade.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/jeannot-krek.jpg?h=140&la=en&w=140	
VANISHA_MITTAL_BHATIA	Mittal Bhatia	Vanisha		India		F	European Business School	Vanisha Mittal Bhatia was appointed as a member of the LNM Holdings Board of Directors in June 2004. Ms. Vanisha Mittal Bhatia was appointed to Mittal Steel’s Board of Directors in December 2004. She has a Bachelor of Arts degree in Business Administration from the European Business School and has worked at Mittal Shipping Ltd  Mittal Steel Hamburg GmbH  an Internet-based venture capital fund  within the procurement department of Mittal Steel  in charge of a cost-cutting project  and is currently Head of Strategy for Aperam. She is the daughter of Mr. Lakshmi N. Mittal.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/vanisha-mittal-bhatia.jpg?h=140&la=en&w=140	
SUZANNE_NIMOCKS	Nimocks	Suzanne		USA		F	Tufts University - Harvard	Suzanne Nimocks was a director at global management consulting firm McKinsey & Company from 1999 to 2010  and worked as a leader in the firm’s global petroleum  electric power & natural gas  organisation and risk management practices. She chaired the environmental committee of the Greater Houston Partnership  the primary advocate of Houston’s business community  until the end of 2010. Mrs Nimocks is currently a board member for Encana Corporation  Rowan Companies Inc  and Owens Corning  all listed companies  and Valerus  a private company.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/suzanne-nimocks.jpg?h=140&la=en&w=140	
WILBUR_ROSS	Ross	Wilbur	28/11/1937	USA		M	Yale University - Harvard Business School	Wilbur L Ross Jr is the chairman and chief executive officer of WL Ross & Co. LLC  a merchant banking firm  a position that he has held since April 2000. WL Ross & Co is part of Invesco Private Capital  a listed company  of which Mr Ross is chairman. As such  Mr. Ross is also the chairman and chief executive officer of several unlisted Invesco portfolio companies. Mr. Ross is the chairman of Ohizumi Manufacturing Company in Japan  International Textile Group and Diamond S Shipping  all of which are unlisted companies  and of the Japan Society and the Economics Studies Council of the Brookings Institution  which are non-profit entities.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/wilbur-ross.jpg?h=140&la=en&w=140	
ANTOINE_SPILLMANN	Spillmann	Antoine		Switzerland		M	London Business School	Antoine Spillmann is an asset manager and executive partner at the firm Bruellan Wealth Management; an independent asset management company based in Geneva  Switzerland. Antoine is also a non-independent board member of Bondpartners SA  Lechanche SA and Sibelco Switzerland AG. Prior to this  he worked for leading investment banks in London from 1986 to 2000.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/antoine-spillmann.jpg?h=140&la=en&w=140	
NARAYANAN_VAGHUL	Vaghul	Narayanan	1936	India		M	University of Madras	Narayanan Vaghul has more than 50 years of experience in the financial sector. He was the chairman of ICICI Bank Limited between 2002 and April 2009. Previously  he served as the chairman of the Industrial Credit and Investment Corporation of India group  a long-term credit development bank for 17 years. Prior to that  he has been chairman of the Bank of India and executive director of the Central Bank of India.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/bod/narayanan-vaghul.jpg?h=140&la=en&w=140	
MICHEL_WURTH	Wurth	Michel	17/04/1954	Luxembourg		M	Université de Grenoble - Sciences Po Grenoble - Lodondon School of Economics	Michel Wurth joined Arbed in 1979 and held a variety of functions before joining the Arbed Group Management Board and becoming its chief financial officer in 1996.	http://corporate.arcelormittal.com/~/media/Images/A/ArcelorMittal/Directory/Contacts/gmb/michel-wurth.jpg?h=140&la=en&w=140	
HENRI_DE_CASTRIES	de Castries	Henri	15/08/1954	France		M	HEC - ENA	Henri de Castries starts his career in the French Finance Ministry Inspection Office  auditing government agencies from 1980 to 1984. In 1984  he joins the French Treasury Department  where  in 1986  he plays an active role in several privatizations before being appointed to oversee foreign exchange markets and balance of payments for the Treasury.	http://www.axa.com/en/images/3345-txtimg-HenriDeCastries_140.jpg	http://www.axa.com/en/press/biographies/management/decastries/
NORBERT_DENTRESSANGLE	Dentressangle	Norbert	9/7/1954	France		M		In 1979  Mr. Norbert Dentressangle founded the Norbert Dentressangle Group  a transportation and logistics services specialist  and served as Chairman until 1998. He is currently Chairman of the Supervisory Board. Mr. Norbert Dentressangle is also Chairman of Dentressangle Initiatives  the family-owned holding company which  in addition to his majority stake in Norbert Dentressangle S.A.  also holds equity interests in real estate  industrial and business services firms. From April 2008 to April 2010  Mr. Norbert Dentressangle was Vice-Chairman of the AXA Supervisory Board. Since April 2010  Mr. Norbert Dentressangle has been Vice-Chairman  Lead Independent Director  of the AXA Board of Directors.	http://www.axa.com/en/images/3353-txtimg-Norbert_Dentressangle_140.jpg	http://www.axa.com/en/press/biographies/board/ndentressangle/
DENIS_DUVERNE	Duverne	Denis	31/10/1953	France		M	HEC - ENA	Mr. Denis Duverne is a graduate of the École des Hautes Études Commerciales (HEC). After graduating from the École Nationale d'Administration (ENA)  he started his career in 1984 as commercial counsellor for the French Consulate General in New York before becoming director of the Corporate Taxes Department for the French Ministry of Finance in 1986. In 1988  he became Deputy Assistant Secretary for Tax Policy for the French Ministry of Finance and  in 1991  he was appointed Corporate Secretary of Compagnie Financière IBI.	http://www.axa.com/en/images/3343-txtimg-DuverneDenis_140.jpg	http://www.axa.com/en/press/biographies/management/duverne/
STEFAN_LIPPE	Lippe	Stefan	11/10/1955	Germany		M	University of Mannheim	Mr. Stefan Lippe is a graduate in mathematics and business administration from the University of Mannheim. He obtained his doctorate in 1982 being awarded the Kurt Hamann foundation prize for his thesis. In October 1983  he joined Bavarian Re (a former Swiss Re subsidiary). 	http://www.axa.com/en/images/2300-txtimg-Stefan_Lippe100.jpg	http://www.axa.com/en/press/biographies/board/slippe/
FRANCOIS_MARTINEAU	Martineau	François	11/6/1951	France		M	Paris VI - Paris I - Sciences Po Paris	Mr. François Martineau is a graduate of the University Paris IV (Philosophy Degree)  University Paris I (Law Master)  and of the Institut d'Études Politiques de Paris. Mr. François Martineau has been Attorney since 1976. In 1981  he was "Secrétaire de la Conférence". In 1985  he was a lecturer at the University Paris I (Civil Procedure).	http://www.axa.com/en/images/26920n93eGQM40Rimage.jpeg	http://www.axa.com/en/press/biographies/board/fmartineau/
DEANNA_OPPENHEIMER	Oppenheimer	Deanna	1/4/1958	USA		F	.L. Kellogg School of Management  - University of Puget Sound	Mrs. Deanna Oppenheimer is graduated from the University of Puget Sound with degrees in political science and urban affairs. She completed the Advanced Executive Programme at the J.L. Kellogg School of Management at Northwestern University. Mrs. Deanna Oppenheimer started her career in Banking at Washington Mutual (United States) in 1985  retiring in March 2005 as President  Consumer Banking. In October 2005  Mrs. Deanna Oppenheimer joined Barclays (UK) as UK Banking Chief Operating Officer. In December 2005 she became Chief Executive of UK Retail and Business Banking (UK RBB). In recognition of her importance to retail banking at Barclays  she was given the additional title of Vice Chair  Global Retail Banking in 2009 where she shared the UK RBB best practice throughout Europe and Africa. In September 2010  Mrs. Oppenheimer added the role of Chief Executive of Europe Retail and Business Banking. At the end of 2011  she left Barclays. Since 2012  Mrs. Deanna Oppenheimer has been Chief Executive Officer of the advisory firm CameoWorks (United States).	http://www.axa.com/en/images/2598-txtimg-deanna_oppenheimer.jpg	http://www.axa.com/en/press/biographies/board/doppenheimer/
DOINA_PALICI_CHEHAB	Palici-Chehab	Doina	4/11/1957	France		F	University of Bucarest - Deutsche Versicherungsakademie of Munich 	Mrs. Doina Palici-Chehab is a graduate of the University of Bucarest (Romania) (Magister Artium) and of the Deutsche Versicherungsakademie of Munich (Germany) (Degree in insurance management (Versicherungsbetriebswirt(DVA)). From 1980 to 1983  she was a teacher for foreign languages in Romania. From 1983 to 1990  she was subject Matter Expert in AGF (now Allianz) in Cologne (Germany). In 1990  she joined the AXA Group as Reinsurance Director of AXA Germany (Germany). In 2000  she became Head of Group Reinsurance of AXA Global P&C in Paris (France). From 2010 to March 2013  she was Chief Executive Officer of AXA Business Services in Bangalore (India). Since April 1st  2013  she has been Chief Executive Officer of AXA Insurance Singapore (Singapore). On April 25  2012  Mrs. Doina Palici-Chehab was elected the employee shareholder member of the AXA Board of Directors.	http://www.axa.com/en/images/2301-txtimg-doina_palici_chehab150.jpg	http://www.axa.com/en/press/biographies/board/dpalici-chehab/
DOMINIQUE_REINICHE	Reiniche	Dominique	13/07/1955	France		F	ESSEC	Mrs. Dominique Reiniche is a graduate of the Essec. In 1978  she joined Procter & Gamble and in 1983 became Associate Advertising Manager. In 1986  she joined Kraft Jacobs Suchard and was appointed Marketing & Strategy Manager. In 1992  she joined Coca-Cola Entreprise as a Marketing & Responsible "Compte-clé" Manager. In 1998  she was appointed Chairman & Chief Executive Officer of Coca-Cola Entreprise and Vice-Chairman of Coca-Cola Enterprises - Europe Group in 2002. From January 2003 to May 2005  she was Chairman of Coca-Cola Enterprises - Groupe Europe. From May 2005 to March 2014  Mrs. Dominique Reiniche was Chairman Europe of The Coca-Cola Company.	http://www.axa.com/en/images/3093W1q01aJL7urimage.jpeg	http://www.axa.com/en/press/biographies/board/dreiniche/
DENIS_KESSLER	Kessler	Denis	25/03/1952	France		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Denis-Kessler_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
JEAN_FRANÇOIS_LEPETIT	Lepetit	Jean-François	21/06/1942	France		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Jean-Francois-Lepetit.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
NICOLE_MISSON	Misson	Nicole	21/05/1950	France		F			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Nicole-Misson_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
THIERRY_MOUCHARD	Mouchard	Thierry	4/7/1960	France		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/ConseilAdmin_MOUCHARD55x72_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
LAURENCE_PARISOT	Parisot	Laurence	31/08/1959	France		F			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Laurence-Parisot_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
DANIELA_SCHWARZER	Schwarzer	Daniela	19/07/1973			F		Professor and researcher at the school of European and Eurasian Studies at Johns Hopkins University (Bologna and Washington) ; Director of european programmes for the German Marchhall Fund  a transatlantic think-tank (Berlin).	http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Daniela-Schwarzer.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
MICHEL_TILMANT	Tilmant	Michel	21/07/1952	Belgique		M	Université catholique de Louvain		http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/michel-tilmant_0.png	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
EMIEL_VAN_BROCKHOVEN	Van Brockhoven	Emiel	30/04/1941	Belgique		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/emiel-van-broekhoven_0.png	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
FIELDS_WICKER_MIURIN	Wicker-Miurin	Fields	30/07/1958	UK		F			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Fields-Wicker-Miurin_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
PHILIPPE_BORDENAVE	Bordenave	Philippe	2/8/1954	France		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Philippe-Bordenave_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
FRANCOIS_VILLEROY_DE _GALHAU	Villeroy de Galhau	François	24/02/1959	France		M			http://cdn-com.bnpparibas.com/sites/default/files/imagecache/conseiladmin-profil/Francois-Villeroy-de-Galhau_0.jpg	http://www.bnpparibas.com/en/about-us/corporate-governance/board-directors/members-board
MARTIN_BOUYGUES	Bouygues	Martin	3/5/1952	France	Suresnes	M		Martin Bouygues  né en 1952  est le plus jeune fils de Francis Bouygues qui fonde  la même année  l’entreprise Bouygues. Il entre dans le groupe Bouygues en 1974 en qualité de conducteur de travaux. En 1978  il fonde la société Maison Bouygues  spécialisée dans la vente de maisons individuelles sur catalogue.	http://www.bouygues.com/wp-content/uploads/2012/03/70x70Bouygues-Martin_MG_3350.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/martin-bouygues/
MICHEL_BARDOU	Bardou	Michel	4/4/1955	France		M	ESTP	Ingénieur ESTP  il est entré dans la branche Habitat de Bouygues en janvier 1982. Son métier de base a été les Méthodes Logements neufs. Il a ensuite pris en charge de nouveaux services techniques (Etudes de prix et Bureau d’études). Secrétaire du CHSCT  il a également monté le service prévention. Il est aujourd’hui directeur technique à Habitat social chez Bouygues Bâtiment Ile-de-France.	http://www.bouygues.com/wp-content/uploads/2014/07/70X70Michel-Bardou_IMG_4515.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/michel-bardou/
HERVE_LE BOUC	le Bouc	Hervé	7/1/1952	France		M	ESTP	Ingénieur de l’Ecole spéciale des travaux publics (ESTP)  Hervé le Bouc est entré dans le groupe Bouygues en 1977. Il débute sa carrière chez Screg Ile-de-France (aujourd’hui filiale de Colas)  comme ingénieur travaux. Jusqu’en 1989  il est successivement chef de secteur  puis directeur d’agence. En 1985  il devient directeur attaché au président-directeur général. En 1989  il devient directeur géographique de Bouygues Offshore pour l’ Europe  les Dom-Tom et l’Australie auxquels s’ajoutent ensuite le Sud-Est asiatique et le Mexique.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Le-Bouc-Herve_MG_3295.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/herve-le-bouc/
HELMAN_LE PAS_DE_SECHEVAL	le Pas de Sécheval	Helman	21/01/1966	France		M	Mines ParisTech - ENS	Ancien élève de l’École normale supérieure  docteur en sciences physiques  Ingénieur des mines  Helman le Pas de Sécheval commence sa carrière en 1991 en tant que chargé de mission au département ingénierie financière de la Banexi.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Le-Pas-de-Secheval-Helman_MG_3259.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/helman-le-pas-de-secheval/
SANDRA_NOMBRET	Nombret	Sandra	24/05/1973	France		M		Sandra Nombret est titulaire d’un DESS en Droit du commerce extérieur. Entrée dans le groupe Bouygues en 1997  elle est aujourd’hui  au sein de Bouygues Bâtiment International  directeur adjoint  responsable juridique des zones Moyen-Orient  Proche-Orient  Afrique  Asie centrale  Canada et Chypre.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Nombret-Sandra_MG_3110.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/sandra-nombret/
NONCE_PAOLINI	Paolini	Nonce	1/4/1949	France		M	Scences Po Paris	Titulaire d’une maîtrise de Lettres et diplômé de l’Institut d’études politiques de Paris (1972)  Nonce Paolini commence sa carrière chez EDF-GDF où il exerce des responsabilités opérationnelles (clientèle/commercial)  puis d’état-major (organisation  formation  emploi  communication corporate). En 1988  il entre dans le groupe Bouygues où il prend en charge la direction du Développement des ressources humaines  puis  en 1990  la direction centrale de la Communication externe du Groupe.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Paolini-Nonce_MG_31651.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/nonce-paolini/
ROSE_MARIE_VAN_LERBERGHE	Van Lerberghe	Rose-Marie	7/2/1947	France		F	ENS - ENA - Sciences Po Paris	Ancienne élève de l’Ecole normale supérieure et de l’Ecole nationale d’administration  Rose-Marie Van Lerberghe est agrégée de philosophie et diplômée de l’Institut d’études politiques de Paris.	http://www.bouygues.com/wp-content/uploads/2013/04/70x70Van-Lerberghe-Rose-Marie_MG_3274.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/rose-marie-van-lerberghe/
JEAN_PEYRELEVADE	Peyrelevade	Jean	24/10/1939	France		M	École polytechnique - Sciences Po Paris	Ancien élève de l’Ecole Polytechnique  diplômé de l’Institut d’études politiques (IEP) et ingénieur en chef de l’aviation civile  Jean Peyrelevade est directeur adjoint du cabinet du Premier ministre en 1981. En 1983  il est nommé président de la Compagnie Financière de Suez et  parallèlement  de Banque Indosuez.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Peyrelevade-Jean_MG_3213.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/jean-peyrelevade/
MICHELE_VILAIN	Vilain	Michèle	14/09/1961	France		F		Michèle Vilain est entrée chez Bouygues Immobilier en 1989. Elle a exercé des fonctions au sein de la direction Bureautique-informatique  notamment la responsabilité du service clients. Elle a ensuite pris la responsabilité de  la Direction Relation clients à la Direction Centrale des Fonctions Supports. Elle est aujourd’hui Directeur Adjoint et accompagne la conduite du changement à la Direction Générale Logement France.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Vilain-Michele_MG_3195.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/michele-vilain/
FRANCOIS_BERTIERE	Bertière	François	17/09/1950	France		M	École polytechnique - ENPC	Ancien élève de l’Ecole Polytechnique  diplômé de l’Ecole Nationale des ponts et chaussées et architecte DPLG  François Bertière a commencé sa carrière en 1974 au ministère de l’Equipement. En 1977  il est nommé conseiller technique au cabinet du ministre de l’Education nationale  puis adjoint au directeur de l’Equipement à la DDE de Haute Corse en 1978.	http://www.bouygues.com/wp-content/uploads/2012/03/70x70Bertiere-Francois_MG_3278.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/francois-bertiere/
RAPHAELLE_DEFLESSELLE	Deflesselle	Raphaëlle	27/04/1972	France		F	Ecole Polytechnique Féminine	Raphaëlle Deflesselle est diplômée de l’Ecole Polytechnique Féminine (EFP 96). Elle est entrée chez Bouygues Telecom en 1996. Elle participe à la mise en place des outils de supervision du Réseau au sein de la Direction des Opérations Réseau. Elle occupe différents postes managériaux dans des directions techniques de 1999 à 2009. En 2010  elle est nommée Responsable du département Performance de la Direction des systèmes d’information (DSI) puis Responsable des infrastructures IT en 2013. Elle occupe aujourd’hui le poste de directrice adjointe Gouvernance  transformation et infrastructures de la DSI de Bouygues Telecom.	http://www.bouygues.com/wp-content/uploads/2014/07/70x70Rapha%C3%ABlle-Deflesselle.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/raphaelle-deflesselle-2/
YVES_GABRIEL	Gabriel	Yves	19/03/1950	France		M	ENPC	Ingénieur civil des Ponts et Chaussées  Yves Gabriel est entré dans le groupe Bouygues en 1976. Il débute sa carrière chez Screg Ile-de-France comme ingénieur travaux  puis chef de secteur et directeur d’agence. En 1985  il crée Screg Bâtiment dont il sera le directeur général jusqu’en 1992.	http://www.bouygues.com/wp-content/uploads/2012/05/70x70Gabriel-Yves_MG_3335.jpg	http://www.bouygues.com/finances-actionnaires/gouvernance/conseil-dadministration/yves-gabriel/
SERGE_KAMPF	Kampf	Serge	13/10/1934	France	Grenoble	M		Serge Kampf (born 13 October 1934) is a French businessman who founded the computer services company Capgemini in 1967.	http://www.capgemini.com/sites/default/files/en/2014/05/sk183_ag2011-st_0.jpg	http://en.wikipedia.org/wiki/Serge_Kampf
ANNE_BOUVEROT	Bouverot	Anne		France		F	Telecom ParisTech - ENS	Anne Bouverot is Director General of the GSMA and a Member of its Board. Anne brings to the GSMA a wealth of experience and a proven track record of success in the highly dynamic mobile industry. With a deep understanding of the opportunities and the challenges facing mobile operators today  she leads the GSMA as the essential industry partner for its operator members around the world  enabling their continued success through driving innovation  providing thought leadership and advocating for the industry.	http://www.capgemini.com/sites/default/files/en/2014/05/bouverot.anne-06-st.jpg	http://www.gsma.com/aboutus/leadership/director-general
BRUNO_ROGER	Roger	Bruno		France		M		Bruno Roger est un dirigeant d'entreprise français.	http://www.capgemini.com/sites/default/files/en/2014/05/roger_bruno28-st.jpg	http://fr.wikipedia.org/wiki/Bruno_Roger
